82680	
  -5.3606070e-01	   3.8148788e-01	
  -5.3468963e-01	   3.8418841e-01	
  -5.3286930e-01	   3.8249645e-01	
  -5.2574628e-01	   3.8317550e-01	
  -5.2121945e-01	   3.8224956e-01	
  -5.1431809e-01	   3.8315688e-01	
  -5.1171618e-01	   3.8398629e-01	
  -5.0230651e-01	   3.8242482e-01	
  -4.9977582e-01	   3.8122249e-01	
  -4.9068404e-01	   3.8223437e-01	
  -4.8959494e-01	   3.8314356e-01	
  -4.7536229e-01	   3.8255939e-01	
  -4.7222834e-01	   3.8316813e-01	
  -4.7058732e-01	   3.8241729e-01	
  -4.5718806e-01	   3.8495627e-01	
  -4.5671347e-01	   3.8364629e-01	
  -4.4686142e-01	   3.8423250e-01	
  -4.3790978e-01	   3.8322810e-01	
  -4.3671590e-01	   3.8550291e-01	
  -4.3403173e-01	   3.8543990e-01	
  -4.2471068e-01	   3.8457167e-01	
  -4.1940416e-01	   3.8469493e-01	
  -4.1486405e-01	   3.8272022e-01	
  -4.0507998e-01	   3.8264949e-01	
  -3.8784306e-01	   3.8264374e-01	
  -3.8716060e-01	   3.8280713e-01	
  -3.8491689e-01	   3.8421471e-01	
  -3.7613656e-01	   3.8527817e-01	
  -3.5535962e-01	   3.8440151e-01	
  -3.3969554e-01	   3.8453288e-01	
  -3.3686092e-01	   3.8237439e-01	
  -3.1939162e-01	   3.8369967e-01	
  -3.0029684e-01	   3.8370740e-01	
  -2.9784343e-01	   3.8338006e-01	
  -2.9452300e-01	   3.8353693e-01	
  -2.9148539e-01	   3.8180890e-01	
  -2.6610409e-01	   3.8365245e-01	
  -2.3553618e-01	   3.8289776e-01	
  -1.6622767e-01	   3.8470573e-01	
  -9.7803576e-02	   3.8370506e-01	
  -7.0172688e-02	   3.8336794e-01	
  -4.4039976e-02	   3.8238522e-01	
  -6.8647854e-03	   3.8311060e-01	
  -1.2367169e-03	   3.8502834e-01	
   6.5324169e-03	   3.8287032e-01	
   6.5991201e-02	   3.8471789e-01	
   7.7116135e-02	   3.8157493e-01	
   8.3488553e-02	   3.8462199e-01	
   1.0207658e-01	   3.8320000e-01	
   1.1251443e-01	   3.8226925e-01	
   1.1723383e-01	   3.8502980e-01	
   1.1642403e-01	   3.8395347e-01	
   1.7601716e-01	   3.8453260e-01	
   2.0206398e-01	   3.8271574e-01	
   2.0243935e-01	   3.8447660e-01	
   2.0751978e-01	   3.8574620e-01	
   2.1258918e-01	   3.8367738e-01	
   2.1868097e-01	   3.8426860e-01	
   2.1964225e-01	   3.8396522e-01	
   2.2478445e-01	   3.8289757e-01	
   2.3174927e-01	   3.8307674e-01	
   2.3350446e-01	   3.8307358e-01	
   2.7166426e-01	   3.8539451e-01	
   2.7419680e-01	   3.8348359e-01	
   2.7557895e-01	   3.8156799e-01	
   2.7676409e-01	   3.8232954e-01	
   2.8371793e-01	   3.8299283e-01	
   2.9858673e-01	   3.8442407e-01	
   3.0332285e-01	   3.8390021e-01	
   3.0585700e-01	   3.8306014e-01	
   3.1706272e-01	   3.8283637e-01	
   3.2549679e-01	   3.8313321e-01	
   3.5676013e-01	   3.8443885e-01	
   3.5649127e-01	   3.8430113e-01	
   3.6668722e-01	   3.8521015e-01	
   3.7033581e-01	   3.8281388e-01	
   3.8011452e-01	   3.8529332e-01	
   3.8397789e-01	   3.8399218e-01	
   3.8630133e-01	   3.8398133e-01	
   3.8889746e-01	   3.8385080e-01	
   3.9395673e-01	   3.8298484e-01	
   3.9372911e-01	   3.8308327e-01	
   4.0564833e-01	   3.8336138e-01	
   4.0509572e-01	   3.8279083e-01	
   4.0784773e-01	   3.8403123e-01	
   4.1224403e-01	   3.8308345e-01	
   4.1392939e-01	   3.8295966e-01	
   4.2010557e-01	   3.8459957e-01	
   4.2590076e-01	   3.8427202e-01	
   4.2736926e-01	   3.8511011e-01	
   4.2880842e-01	   3.8406174e-01	
   4.3794984e-01	   3.8169246e-01	
   4.9394087e-01	   3.8372307e-01	
   4.9937277e-01	   3.8281295e-01	
   5.0373090e-01	   3.8412840e-01	
   5.1027882e-01	   3.8320973e-01	
   5.2100478e-01	   3.8307251e-01	
   5.2202458e-01	   3.8243408e-01	
   5.2515186e-01	   3.8514033e-01	
   5.3364865e-01	   3.8346892e-01	
   5.4120975e-01	   3.8408707e-01	
   5.4228826e-01	   3.8230351e-01	
   5.5932499e-01	   3.8273728e-01	
   5.6414004e-01	   3.8406752e-01	
  -6.3037235e-01	   3.8026818e-01	
  -6.2402614e-01	   3.8406818e-01	
  -6.2044095e-01	   3.8140317e-01	
  -6.1216798e-01	   3.8178822e-01	
  -6.1089976e-01	   3.8169062e-01	
  -6.0086523e-01	   3.8170467e-01	
  -6.0022498e-01	   3.8020315e-01	
  -5.9674220e-01	   3.8219884e-01	
  -5.8490643e-01	   3.8104644e-01	
  -5.8166700e-01	   3.8184787e-01	
  -5.6399166e-01	   3.8125607e-01	
  -5.6198603e-01	   3.8218572e-01	
  -5.3996700e-01	   3.8172375e-01	
  -5.3703504e-01	   3.8027395e-01	
  -5.1547344e-01	   3.8278640e-01	
  -5.0921316e-01	   3.8070170e-01	
  -5.0343994e-01	   3.8083566e-01	
  -5.0228550e-01	   3.8326827e-01	
  -4.9685775e-01	   3.8386398e-01	
  -4.9394016e-01	   3.8112378e-01	
  -4.9133999e-01	   3.8125857e-01	
  -4.8874836e-01	   3.8114168e-01	
  -4.8454528e-01	   3.8182990e-01	
  -4.8228937e-01	   3.8199075e-01	
  -4.7973711e-01	   3.8325930e-01	
  -4.7721430e-01	   3.8253299e-01	
  -4.6968004e-01	   3.8211359e-01	
  -4.6501705e-01	   3.8255563e-01	
  -4.6319459e-01	   3.8214723e-01	
  -4.5902089e-01	   3.8118984e-01	
  -4.5944592e-01	   3.8100668e-01	
  -4.5173762e-01	   3.8161309e-01	
  -4.4727066e-01	   3.8230566e-01	
  -4.3453926e-01	   3.8219191e-01	
  -4.3254007e-01	   3.8100401e-01	
  -4.2649872e-01	   3.8148665e-01	
  -4.2168384e-01	   3.8133236e-01	
  -4.0304864e-01	   3.8176759e-01	
  -3.9788615e-01	   3.8094992e-01	
  -3.8908620e-01	   3.8191068e-01	
  -3.8077890e-01	   3.8024391e-01	
  -3.6099382e-01	   3.7906029e-01	
  -3.6106330e-01	   3.8121634e-01	
  -3.5572418e-01	   3.8101093e-01	
  -3.3786909e-01	   3.8157567e-01	
  -3.1488511e-01	   3.8272561e-01	
  -3.0412407e-01	   3.8319075e-01	
  -2.9467358e-01	   3.8164620e-01	
  -1.6901826e-01	   3.8177461e-01	
  -6.9213406e-02	   3.8248809e-01	
  -4.8358150e-02	   3.8031960e-01	
  -4.5863436e-02	   3.8127603e-01	
  -1.2824047e-02	   3.8240173e-01	
  -4.2079628e-03	   3.8318370e-01	
   1.9851739e-03	   3.8054997e-01	
   7.2533684e-03	   3.8108924e-01	
   8.2794245e-03	   3.8166565e-01	
   1.0237744e-02	   3.7951062e-01	
   1.8493013e-02	   3.8284424e-01	
   4.3918890e-02	   3.8271012e-01	
   1.0218361e-01	   3.8221075e-01	
   1.0979228e-01	   3.8150626e-01	
   1.1210766e-01	   3.8275754e-01	
   1.1191780e-01	   3.8120950e-01	
   1.2261139e-01	   3.8296931e-01	
   1.3076592e-01	   3.8097515e-01	
   1.3319718e-01	   3.8154015e-01	
   1.4136215e-01	   3.8402204e-01	
   1.4847455e-01	   3.8102111e-01	
   1.7636517e-01	   3.8222285e-01	
   1.9304465e-01	   3.8159862e-01	
   1.9727049e-01	   3.8276627e-01	
   2.0135599e-01	   3.8106200e-01	
   1.9969540e-01	   3.8140320e-01	
   2.0183343e-01	   3.8198014e-01	
   2.0665944e-01	   3.8290021e-01	
   2.0786598e-01	   3.8128988e-01	
   2.2222068e-01	   3.8013244e-01	
   2.2872837e-01	   3.8175934e-01	
   2.5361573e-01	   3.8151615e-01	
   2.7656907e-01	   3.8181095e-01	
   2.7897049e-01	   3.8170462e-01	
   2.8431380e-01	   3.8060717e-01	
   2.9673582e-01	   3.8170500e-01	
   2.9812327e-01	   3.8103460e-01	
   3.1187014e-01	   3.8059904e-01	
   3.1604938e-01	   3.8164566e-01	
   3.2119067e-01	   3.8224730e-01	
   3.4391222e-01	   3.8215439e-01	
   3.4515012e-01	   3.8037605e-01	
   3.5559298e-01	   3.8145665e-01	
   3.5585577e-01	   3.8094005e-01	
   3.6198368e-01	   3.8041949e-01	
   3.6587691e-01	   3.8153225e-01	
   3.6614359e-01	   3.8018139e-01	
   3.6941242e-01	   3.8185139e-01	
   3.7522303e-01	   3.8110429e-01	
   3.7818899e-01	   3.7988787e-01	
   3.8255552e-01	   3.8142564e-01	
   3.9121180e-01	   3.8038950e-01	
   3.9001413e-01	   3.8020893e-01	
   3.9512524e-01	   3.8358848e-01	
   4.1844987e-01	   3.8088765e-01	
   4.2569986e-01	   3.8097789e-01	
   4.3507392e-01	   3.8187727e-01	
   4.3886058e-01	   3.8167254e-01	
   4.4258457e-01	   3.8129352e-01	
   4.7652912e-01	   3.8260501e-01	
   4.7827260e-01	   3.8108315e-01	
   4.7923626e-01	   3.8202414e-01	
   4.8403813e-01	   3.8135436e-01	
   4.8690523e-01	   3.8173775e-01	
   4.9106451e-01	   3.8255742e-01	
   4.9638239e-01	   3.8006577e-01	
   4.9981238e-01	   3.8205802e-01	
   5.0722588e-01	   3.8204424e-01	
   5.2130114e-01	   3.8215924e-01	
   5.2351844e-01	   3.8221691e-01	
   5.4326194e-01	   3.8157490e-01	
   5.4630170e-01	   3.8106982e-01	
   5.5195499e-01	   3.8303290e-01	
   5.5634264e-01	   3.8058461e-01	
  -6.3078183e-01	   3.8045789e-01	
  -6.2667757e-01	   3.8088252e-01	
  -6.2363302e-01	   3.7983543e-01	
  -6.1357534e-01	   3.8221339e-01	
  -6.1122572e-01	   3.7847905e-01	
  -6.0548519e-01	   3.8047766e-01	
  -6.0325480e-01	   3.7960447e-01	
  -6.0115446e-01	   3.7941742e-01	
  -6.0165819e-01	   3.7994289e-01	
  -5.8519401e-01	   3.8178621e-01	
  -5.8200409e-01	   3.7958433e-01	
  -5.8041495e-01	   3.8065894e-01	
  -5.6081701e-01	   3.8015513e-01	
  -5.5655571e-01	   3.7864223e-01	
  -5.5551212e-01	   3.7941396e-01	
  -5.5349531e-01	   3.7836657e-01	
  -5.4510096e-01	   3.8001777e-01	
  -5.2444308e-01	   3.8042912e-01	
  -5.0863487e-01	   3.7976554e-01	
  -5.0441836e-01	   3.7968226e-01	
  -5.0050920e-01	   3.7903539e-01	
  -4.9563677e-01	   3.7949028e-01	
  -4.9061508e-01	   3.8116179e-01	
  -4.9124855e-01	   3.7989861e-01	
  -4.8613374e-01	   3.8000465e-01	
  -4.8289211e-01	   3.7923812e-01	
  -4.8234739e-01	   3.8058122e-01	
  -4.6676292e-01	   3.8043073e-01	
  -4.6372775e-01	   3.7980455e-01	
  -4.5757749e-01	   3.7932695e-01	
  -4.5126747e-01	   3.7972509e-01	
  -4.3971995e-01	   3.7944485e-01	
  -4.3193871e-01	   3.7932750e-01	
  -4.0786512e-01	   3.8047464e-01	
  -3.8467745e-01	   3.7976099e-01	
  -3.8147704e-01	   3.8093514e-01	
  -3.7901277e-01	   3.7883948e-01	
  -3.7738030e-01	   3.8002325e-01	
  -3.3701176e-01	   3.8096195e-01	
  -3.2070010e-01	   3.7895570e-01	
  -3.0823172e-01	   3.7847531e-01	
  -2.2998097e-01	   3.7991142e-01	
  -1.8296526e-01	   3.7972553e-01	
  -1.4589951e-01	   3.7988182e-01	
  -4.7614957e-02	   3.7916772e-01	
  -1.0127058e-02	   3.7933920e-01	
  -1.0444500e-02	   3.8037104e-01	
  -1.0537228e-03	   3.8114217e-01	
   3.6684408e-03	   3.7844576e-01	
   3.6359555e-03	   3.7913943e-01	
   5.9249677e-03	   3.7835166e-01	
   8.1929850e-03	   3.8107348e-01	
   5.5174745e-02	   3.8049753e-01	
   5.7662671e-02	   3.8102837e-01	
   5.8727339e-02	   3.8056885e-01	
   8.4198289e-02	   3.7979565e-01	
   1.1330110e-01	   3.7959468e-01	
   1.1868515e-01	   3.7865991e-01	
   1.3031102e-01	   3.7965862e-01	
   1.9319259e-01	   3.7820177e-01	
   1.9824675e-01	   3.7813093e-01	
   1.9927458e-01	   3.7909453e-01	
   2.1689676e-01	   3.8151612e-01	
   2.1875066e-01	   3.8057133e-01	
   2.2116741e-01	   3.7883895e-01	
   2.2340107e-01	   3.8117756e-01	
   2.2601567e-01	   3.7858723e-01	
   2.3691445e-01	   3.7901451e-01	
   2.4939441e-01	   3.8069606e-01	
   2.7956046e-01	   3.8035322e-01	
   3.0050842e-01	   3.8014896e-01	
   3.0210577e-01	   3.8046405e-01	
   3.1511969e-01	   3.7873033e-01	
   3.2359675e-01	   3.8083765e-01	
   3.4592692e-01	   3.7940597e-01	
   3.4727333e-01	   3.8069884e-01	
   3.4919004e-01	   3.7904276e-01	
   3.7596531e-01	   3.7940886e-01	
   3.7840469e-01	   3.8174945e-01	
   3.8290974e-01	   3.7862702e-01	
   3.9003105e-01	   3.7864295e-01	
   3.9236467e-01	   3.8018886e-01	
   4.0457925e-01	   3.7998450e-01	
   4.0625494e-01	   3.8008880e-01	
   4.0861845e-01	   3.7710384e-01	
   4.2207143e-01	   3.8083099e-01	
   4.2564631e-01	   3.8105776e-01	
   4.2912701e-01	   3.7974878e-01	
   4.3057953e-01	   3.8003027e-01	
   4.3816008e-01	   3.8080817e-01	
   4.4517070e-01	   3.7934583e-01	
   4.7194874e-01	   3.8068005e-01	
   4.7325343e-01	   3.8035131e-01	
   4.7514702e-01	   3.7779154e-01	
   4.7855791e-01	   3.8086668e-01	
   4.8178486e-01	   3.7866480e-01	
   4.8613762e-01	   3.7900690e-01	
   4.9511929e-01	   3.7965213e-01	
   4.9722345e-01	   3.8201732e-01	
   5.0106349e-01	   3.7992844e-01	
   5.0577696e-01	   3.7827057e-01	
   5.1723905e-01	   3.7820554e-01	
   5.2376190e-01	   3.8071900e-01	
   5.2673399e-01	   3.8054066e-01	
   5.3807079e-01	   3.7938244e-01	
   5.4589671e-01	   3.8116060e-01	
   5.4742736e-01	   3.7868127e-01	
   5.5372952e-01	   3.7927885e-01	
   5.5778458e-01	   3.7983731e-01	
   5.6354955e-01	   3.8011315e-01	
  -6.2298550e-01	   3.7934085e-01	
  -6.1288749e-01	   3.7838701e-01	
  -6.1095467e-01	   3.7826625e-01	
  -6.1080954e-01	   3.7697652e-01	
  -6.0425801e-01	   3.7852169e-01	
  -5.9657539e-01	   3.7795345e-01	
  -5.6824735e-01	   3.7729041e-01	
  -5.6456632e-01	   3.7856378e-01	
  -5.5926882e-01	   3.7968289e-01	
  -5.5018417e-01	   3.7951794e-01	
  -5.2778681e-01	   3.7957821e-01	
  -5.2541802e-01	   3.7884485e-01	
  -5.0158987e-01	   3.8007052e-01	
  -4.9604571e-01	   3.7680444e-01	
  -4.8743310e-01	   3.7800444e-01	
  -4.7709374e-01	   3.7858000e-01	
  -4.7449411e-01	   3.7830149e-01	
  -4.6811796e-01	   3.7866285e-01	
  -4.6470579e-01	   3.7944841e-01	
  -4.6456530e-01	   3.7626927e-01	
  -4.5590782e-01	   3.7823814e-01	
  -4.5410528e-01	   3.7778831e-01	
  -4.5148141e-01	   3.7532228e-01	
  -4.4909723e-01	   3.7835229e-01	
  -4.4948002e-01	   3.7912712e-01	
  -4.4367425e-01	   3.7794993e-01	
  -4.3204382e-01	   3.7643839e-01	
  -4.2947813e-01	   3.7825867e-01	
  -4.0733788e-01	   3.7512880e-01	
  -4.0000009e-01	   3.7864077e-01	
  -3.9834521e-01	   3.7823078e-01	
  -3.9108184e-01	   3.7771350e-01	
  -3.9096703e-01	   3.7795509e-01	
  -3.8942042e-01	   3.7765970e-01	
  -3.8811748e-01	   3.7789482e-01	
  -3.8469667e-01	   3.7940269e-01	
  -3.7602878e-01	   3.7994348e-01	
  -3.7032765e-01	   3.7741909e-01	
  -3.6440370e-01	   3.7696645e-01	
  -3.6214403e-01	   3.7646716e-01	
  -3.5937350e-01	   3.7761030e-01	
  -3.5452108e-01	   3.7762153e-01	
  -2.2781474e-01	   3.7836684e-01	
  -4.0694793e-02	   3.7776885e-01	
  -8.3885274e-03	   3.7593068e-01	
   5.6314354e-02	   3.7787075e-01	
   6.9710622e-02	   3.7723510e-01	
   8.4579526e-02	   3.7701457e-01	
   1.3089834e-01	   3.7916809e-01	
   1.7348339e-01	   3.7592722e-01	
   1.7664589e-01	   3.7939552e-01	
   2.0061332e-01	   3.7809690e-01	
   2.0538277e-01	   3.7856420e-01	
   2.0616231e-01	   3.7730083e-01	
   2.1114810e-01	   3.7904643e-01	
   2.1723985e-01	   3.7971257e-01	
   2.3774336e-01	   3.7874351e-01	
   2.4103199e-01	   3.7811075e-01	
   2.7420093e-01	   3.7868963e-01	
   3.0206013e-01	   3.7867916e-01	
   3.2374187e-01	   3.7906296e-01	
   3.5157893e-01	   3.7766339e-01	
   3.6163242e-01	   3.7797193e-01	
   3.6596165e-01	   3.7791660e-01	
   3.6741069e-01	   3.7809350e-01	
   3.7209034e-01	   3.7783982e-01	
   3.7979470e-01	   3.7978659e-01	
   3.7981339e-01	   3.7807971e-01	
   3.8543624e-01	   3.7919400e-01	
   3.9341790e-01	   3.7771812e-01	
   3.9699942e-01	   3.7686083e-01	
   4.0007762e-01	   3.7687177e-01	
   4.0552431e-01	   3.7811641e-01	
   4.0916799e-01	   3.7677070e-01	
   4.1072934e-01	   3.7718798e-01	
   4.1172653e-01	   3.7990680e-01	
   4.1368349e-01	   3.7952604e-01	
   4.1886355e-01	   3.7740339e-01	
   4.2068242e-01	   3.7954313e-01	
   4.2143378e-01	   3.7804868e-01	
   4.2215740e-01	   3.7799761e-01	
   4.2626907e-01	   3.7776522e-01	
   4.3068212e-01	   3.7787754e-01	
   4.3213580e-01	   3.7710698e-01	
   4.3554422e-01	   3.7551244e-01	
   4.4070639e-01	   3.7915600e-01	
   4.6043488e-01	   3.7766518e-01	
   4.6687576e-01	   3.7745529e-01	
   4.7248633e-01	   3.7939930e-01	
   4.9180310e-01	   3.7713496e-01	
   5.0270327e-01	   3.7798921e-01	
   5.0258554e-01	   3.7665670e-01	
   5.0904800e-01	   3.7838127e-01	
   5.1122208e-01	   3.7779722e-01	
   5.1317563e-01	   3.7903004e-01	
   5.1968637e-01	   3.7769441e-01	
   5.2700289e-01	   3.7828475e-01	
   5.2834428e-01	   3.7806297e-01	
   5.3348723e-01	   3.7901863e-01	
   5.3702869e-01	   3.7767624e-01	
   5.3814784e-01	   3.7788865e-01	
   5.4807291e-01	   3.7757641e-01	
   5.5167218e-01	   3.7765949e-01	
   5.5559301e-01	   3.7926688e-01	
   5.6364387e-01	   3.7833431e-01	
  -6.1752073e-01	   3.7543599e-01	
  -6.1622519e-01	   3.7526531e-01	
  -6.1135241e-01	   3.7723403e-01	
  -6.0245913e-01	   3.7648090e-01	
  -5.6899770e-01	   3.7572707e-01	
  -5.5062995e-01	   3.7663187e-01	
  -5.4695429e-01	   3.7561818e-01	
  -5.4432600e-01	   3.7649586e-01	
  -5.2100028e-01	   3.7589961e-01	
  -5.1610774e-01	   3.7367995e-01	
  -5.1548270e-01	   3.7716614e-01	
  -5.1278187e-01	   3.7568203e-01	
  -5.0379084e-01	   3.7576259e-01	
  -4.9621261e-01	   3.7549435e-01	
  -4.9456553e-01	   3.7776835e-01	
  -4.9128176e-01	   3.7682578e-01	
  -4.8840491e-01	   3.7698915e-01	
  -4.8349096e-01	   3.7645919e-01	
  -4.7423466e-01	   3.7503666e-01	
  -4.7084490e-01	   3.7700701e-01	
  -4.6793632e-01	   3.7573039e-01	
  -4.5984369e-01	   3.7654887e-01	
  -4.5563924e-01	   3.7711669e-01	
  -4.4849581e-01	   3.7721051e-01	
  -4.4798785e-01	   3.7755228e-01	
  -4.4313096e-01	   3.7691237e-01	
  -4.3985862e-01	   3.7751187e-01	
  -4.1199190e-01	   3.7554234e-01	
  -4.1077526e-01	   3.7711123e-01	
  -3.8716967e-01	   3.7700232e-01	
  -3.7974676e-01	   3.7751786e-01	
  -3.7558638e-01	   3.7619619e-01	
  -3.7058460e-01	   3.7658934e-01	
  -3.5153269e-01	   3.7635035e-01	
  -3.3552219e-01	   3.7427041e-01	
  -3.3379572e-01	   3.7649934e-01	
  -3.3189776e-01	   3.7537890e-01	
  -1.8510586e-01	   3.7692509e-01	
  -1.8217234e-01	   3.7690848e-01	
  -1.4586282e-01	   3.7690814e-01	
  -5.4596566e-02	   3.7629605e-01	
  -5.4603789e-02	   3.7523169e-01	
  -1.0970189e-02	   3.7570973e-01	
   5.5240510e-02	   3.7571567e-01	
   5.7509342e-02	   3.7724378e-01	
   5.7570412e-02	   3.7767401e-01	
   6.0916362e-02	   3.7504986e-01	
   8.1371968e-02	   3.7647581e-01	
   8.2522808e-02	   3.7579297e-01	
   8.5452896e-02	   3.7610488e-01	
   8.6736492e-02	   3.7594776e-01	
   1.6773573e-01	   3.7525828e-01	
   1.8509203e-01	   3.7600651e-01	
   2.0362131e-01	   3.7731351e-01	
   2.1294757e-01	   3.7705677e-01	
   2.2719686e-01	   3.7448527e-01	
   2.7228062e-01	   3.7653341e-01	
   2.7989191e-01	   3.7623242e-01	
   2.9740604e-01	   3.7653021e-01	
   2.9977862e-01	   3.7717352e-01	
   3.1696228e-01	   3.7576737e-01	
   3.4525358e-01	   3.7702385e-01	
   3.6413609e-01	   3.7478656e-01	
   3.7242041e-01	   3.7728973e-01	
   3.7604208e-01	   3.7673710e-01	
   3.7644199e-01	   3.7641714e-01	
   3.8319224e-01	   3.7475376e-01	
   3.8544759e-01	   3.7610753e-01	
   4.0285304e-01	   3.7642416e-01	
   4.0796412e-01	   3.7714948e-01	
   4.1228258e-01	   3.7524682e-01	
   4.1966943e-01	   3.7560852e-01	
   4.4113827e-01	   3.7639591e-01	
   4.4615877e-01	   3.7711470e-01	
   4.6173250e-01	   3.7577670e-01	
   4.6753099e-01	   3.7612240e-01	
   4.6826926e-01	   3.7502213e-01	
   4.7527221e-01	   3.7787637e-01	
   4.7918247e-01	   3.7836288e-01	
   4.8058851e-01	   3.7486645e-01	
   4.8987218e-01	   3.7618455e-01	
   4.9641644e-01	   3.7626146e-01	
   4.9957074e-01	   3.7558989e-01	
   5.0155910e-01	   3.7559350e-01	
   5.1061561e-01	   3.7617901e-01	
   5.1956047e-01	   3.7636791e-01	
   5.2031379e-01	   3.7616176e-01	
   5.2703741e-01	   3.7665900e-01	
   5.2957784e-01	   3.7678476e-01	
   5.3557080e-01	   3.7427427e-01	
   5.3583976e-01	   3.7574913e-01	
   5.4345210e-01	   3.7618625e-01	
   5.4664718e-01	   3.7716992e-01	
   5.4927459e-01	   3.7645577e-01	
   5.5837608e-01	   3.7753425e-01	
  -6.2913890e-01	   3.7603505e-01	
  -6.1820728e-01	   3.7402081e-01	
  -6.1669995e-01	   3.7521548e-01	
  -5.9883445e-01	   3.7499319e-01	
  -5.9753321e-01	   3.7488907e-01	
  -5.9623253e-01	   3.7592705e-01	
  -5.8707527e-01	   3.7437507e-01	
  -5.8220619e-01	   3.7335365e-01	
  -5.5383289e-01	   3.7328787e-01	
  -5.4969607e-01	   3.7642179e-01	
  -5.4500310e-01	   3.7532629e-01	
  -5.4285202e-01	   3.7286559e-01	
  -5.2985611e-01	   3.7448466e-01	
  -5.2478274e-01	   3.7493718e-01	
  -5.2308489e-01	   3.7462251e-01	
  -5.2115600e-01	   3.7491908e-01	
  -5.1358948e-01	   3.7351971e-01	
  -5.0326977e-01	   3.7491089e-01	
  -4.9855853e-01	   3.7458262e-01	
  -4.9213779e-01	   3.7511652e-01	
  -4.8927997e-01	   3.7423455e-01	
  -4.8911115e-01	   3.7640076e-01	
  -4.7246199e-01	   3.7452703e-01	
  -4.6891021e-01	   3.7424579e-01	
  -4.6497213e-01	   3.7581426e-01	
  -4.5677723e-01	   3.7365274e-01	
  -4.5462192e-01	   3.7406840e-01	
  -4.4866707e-01	   3.7417535e-01	
  -4.4646450e-01	   3.7452582e-01	
  -4.4381085e-01	   3.7494725e-01	
  -4.4275425e-01	   3.7455258e-01	
  -4.3462365e-01	   3.7452648e-01	
  -4.0167851e-01	   3.7466325e-01	
  -3.9875760e-01	   3.7517324e-01	
  -3.7690312e-01	   3.7460970e-01	
  -3.7500441e-01	   3.7366066e-01	
  -3.7022164e-01	   3.7465273e-01	
  -2.7000168e-01	   3.7332124e-01	
  -1.9635549e-01	   3.7425243e-01	
  -1.8315058e-01	   3.7436857e-01	
  -1.6287110e-01	   3.7365207e-01	
  -1.4176923e-01	   3.7410450e-01	
  -9.1725925e-02	   3.7490875e-01	
  -9.0348874e-02	   3.7609043e-01	
  -8.8109436e-02	   3.7335598e-01	
  -5.6169682e-02	   3.7399313e-01	
  -5.4987189e-02	   3.7552875e-01	
  -5.4757563e-03	   3.7466705e-01	
   6.0771935e-02	   3.7606145e-01	
   7.7736037e-02	   3.7473963e-01	
   8.2586271e-02	   3.7467618e-01	
   1.3328406e-01	   3.7526049e-01	
   1.7062423e-01	   3.7450414e-01	
   1.8152151e-01	   3.7638828e-01	
   1.8695921e-01	   3.7387474e-01	
   2.0942514e-01	   3.7417638e-01	
   2.1267487e-01	   3.7322771e-01	
   2.1517686e-01	   3.7407165e-01	
   2.1524430e-01	   3.7578704e-01	
   2.1805618e-01	   3.7594321e-01	
   2.4999158e-01	   3.7425306e-01	
   2.7772613e-01	   3.7402525e-01	
   3.0272378e-01	   3.7541578e-01	
   3.2311532e-01	   3.7423646e-01	
   3.2648866e-01	   3.7462694e-01	
   3.5799416e-01	   3.7363743e-01	
   3.6217302e-01	   3.7378483e-01	
   3.7247813e-01	   3.7427130e-01	
   3.7495026e-01	   3.7279446e-01	
   3.7627452e-01	   3.7472187e-01	
   3.7830184e-01	   3.7622965e-01	
   3.8008365e-01	   3.7620177e-01	
   3.8207463e-01	   3.7509751e-01	
   4.0744512e-01	   3.7510599e-01	
   4.1544319e-01	   3.7399157e-01	
   4.1676546e-01	   3.7269985e-01	
   4.2490293e-01	   3.7379905e-01	
   4.3847058e-01	   3.7553113e-01	
   4.4377211e-01	   3.7578581e-01	
   4.5152061e-01	   3.7585487e-01	
   4.6048986e-01	   3.7414952e-01	
   4.6426507e-01	   3.7609914e-01	
   4.6470648e-01	   3.7520580e-01	
   4.7061581e-01	   3.7557223e-01	
   4.7460542e-01	   3.7164916e-01	
   4.7596003e-01	   3.7428774e-01	
   4.7776859e-01	   3.7572587e-01	
   4.7926228e-01	   3.7337517e-01	
   4.8510439e-01	   3.7447428e-01	
   4.8589364e-01	   3.7458203e-01	
   4.8851093e-01	   3.7263970e-01	
   4.9456974e-01	   3.7522556e-01	
   4.9603348e-01	   3.7349763e-01	
   5.0909391e-01	   3.7425759e-01	
   5.1299583e-01	   3.7592503e-01	
   5.2417997e-01	   3.7571500e-01	
   5.3503512e-01	   3.7443035e-01	
   5.3895709e-01	   3.7482313e-01	
   5.4017700e-01	   3.7403615e-01	
   5.4435262e-01	   3.7493478e-01	
   5.5038505e-01	   3.7501566e-01	
   5.5691318e-01	   3.7348086e-01	
   5.5997367e-01	   3.7533929e-01	
  -6.2674806e-01	   3.7462713e-01	
  -6.2027123e-01	   3.7291925e-01	
  -6.1770948e-01	   3.7346153e-01	
  -6.0826054e-01	   3.7261432e-01	
  -5.9907877e-01	   3.7200765e-01	
  -5.9716779e-01	   3.7167960e-01	
  -5.8452742e-01	   3.7128821e-01	
  -5.8335219e-01	   3.7279233e-01	
  -5.6833148e-01	   3.7346589e-01	
  -5.6942427e-01	   3.7199350e-01	
  -5.5113284e-01	   3.7218659e-01	
  -5.4524749e-01	   3.7170219e-01	
  -5.4311162e-01	   3.7314177e-01	
